term,a1_bin,a1_perc,a2_bin,a2_perc
chloë grace moretz,0.0,0.0,1.0,0.004
charlie matt lauer,0.0,0.0,1.0,0.004
allegations louis disturbing,0.0,0.0,1.0,0.004
actors kevin spacey,0.0,0.0,1.0,0.004
abby schachner louis,0.0,0.0,1.0,0.004
10th heroes madison,0.0,0.0,1.0,0.004
stewart stunned louis,0.0,0.0,1.0,0.003
stephen colbert trevor,0.0,0.0,1.0,0.003
stand-up admitting misconduct,0.0,0.0,1.0,0.003
spacey louis james,0.0,0.0,1.0,0.003
show's reboot canceled,0.0,0.0,1.0,0.003
severed ties louis,0.0,0.0,1.0,0.003
scrapped misconduct allegations,0.0,0.0,1.0,0.003
sarah silverman louis,0.0,0.0,1.0,0.003
sarah silverman breaks,0.0,0.0,1.0,0.003
roy moore kevin,0.0,0.0,1.0,0.003
reboot canceled louis,0.0,0.0,1.0,0.003
publicist lewis kay,0.0,0.0,1.0,0.003
performs bob woodruff,0.0,0.0,1.0,0.003
norm macdonald upset,0.0,0.0,1.0,0.003
networks fx productions,0.0,0.0,1.0,0.003
moore kevin spacey,0.0,0.0,1.0,0.003
mogul harvey weinstein,0.0,0.0,1.0,0.003
matt lauer john,0.0,0.0,1.0,0.003
marc maron louis,0.0,0.0,1.0,0.003
macdonald upset louis,0.0,0.0,1.0,0.003
louis scrapped misconduct,0.0,0.0,1.0,0.003
louis performs bob,0.0,0.0,1.0,0.003
louis nbc anchor,0.0,0.0,1.0,0.003
louis james toback,0.0,0.0,1.0,0.003
louis fx networks,0.0,0.0,1.0,0.003
louis disturbing netflix,0.0,0.0,1.0,0.003
louis ck misconduct,0.0,0.0,1.0,0.003
louis ck masturbating,0.0,0.0,1.0,0.003
louis aziz ansari,0.0,0.0,1.0,0.003
louis admitting misconduct,0.0,0.0,1.0,0.003
louis accusations masturbating,0.0,0.0,1.0,0.003
lauer comedian louis,0.0,0.0,1.0,0.003
jon stewart stunned,0.0,0.0,1.0,0.003
jon stewart louis,0.0,0.0,1.0,0.003
internet louis harassed,0.0,0.0,1.0,0.003
hbo removing louis,0.0,0.0,1.0,0.003
fx productions louis,0.0,0.0,1.0,0.003
disturbing netflix spokesperson,0.0,0.0,1.0,0.003
corry louis masturbate,0.0,0.0,1.0,0.003
comedian sarah silverman,0.0,0.0,1.0,0.003
comedian marc maron,0.0,0.0,1.0,0.003
comedian louis masturbated,0.0,0.0,1.0,0.003
comedian louis daddy,0.0,0.0,1.0,0.003
colbert trevor noah,0.0,0.0,1.0,0.003
charlie kevin spacey,0.0,0.0,1.0,0.003
canceled louis roseanne,0.0,0.0,1.0,0.003
america unites autism,0.0,0.0,1.0,0.003
allegations misconduct louis,0.0,0.0,1.0,0.003
allegations harvey weinstein,0.0,0.0,1.0,0.003
wolov dana min,0.0,0.0,1.0,0.002
weiseltier media revealing,0.0,0.0,1.0,0.002
weinstein matt lauer,0.0,0.0,1.0,0.002
weinstein broadcast journalist,0.0,0.0,1.0,0.002
wax pious james,0.0,0.0,1.0,0.002
walt disney studios,0.0,0.0,1.0,0.002
waitresses tips parades,0.0,0.0,1.0,0.002
victimized misconduct unaware,0.0,0.0,1.0,0.002
upset louis ck's,0.0,0.0,1.0,0.002
upcoming america unites,0.0,0.0,1.0,0.002
university chicago jon,0.0,0.0,1.0,0.002
unites autism hbo,0.0,0.0,1.0,0.002
tv kevin spacey,0.0,0.0,1.0,0.002
tolerance alleged weinstein,0.0,0.0,1.0,0.002
tig notaro louis,0.0,0.0,1.0,0.002
ties louis bombshell,0.0,0.0,1.0,0.002
suggesting self-interested compromising,0.0,0.0,1.0,0.002
stewart louis rumors,0.0,0.0,1.0,0.002
stewart admits louis,0.0,0.0,1.0,0.002
stephen colbert louis,0.0,0.0,1.0,0.002
stand-up comedian louis,0.0,0.0,1.0,0.002
specter donald trump,0.0,0.0,1.0,0.002
spacey louis misconduct,0.0,0.0,1.0,0.002
spacey louis charlie,0.0,0.0,1.0,0.002
spacey james toback,0.0,0.0,1.0,0.002
spacey hovered specter,0.0,0.0,1.0,0.002
spacey franken louis,0.0,0.0,1.0,0.002
silverman breaks longtime,0.0,0.0,1.0,0.002
shocking hurtful louis,0.0,0.0,1.0,0.002
severed ties comedian,0.0,0.0,1.0,0.002
self-interested compromising reputations,0.0,0.0,1.0,0.002
schachner louis invite,0.0,0.0,1.0,0.002
saddest louis ck,0.0,0.0,1.0,0.002
roy moore franken,0.0,0.0,1.0,0.002
roy james toback,0.0,0.0,1.0,0.002
roseanne louis macdonald,0.0,0.0,1.0,0.002
roseanne barr norm,0.0,0.0,1.0,0.002
roger ailes o'reilly,0.0,0.0,1.0,0.002
responds misconduct allegations,0.0,0.0,1.0,0.002
reputations careers stand-up,0.0,0.0,1.0,0.002
republican senate roy,0.0,0.0,1.0,0.002
reacts louis harassment,0.0,0.0,1.0,0.002
ratner roy james,0.0,0.0,1.0,0.002
ratner louis andy,0.0,0.0,1.0,0.002
ratner kevin spacey,0.0,0.0,1.0,0.002
ratner comedian louis,0.0,0.0,1.0,0.002
racism waitresses tips,0.0,0.0,1.0,0.002
producer brett ratner,0.0,0.0,1.0,0.002
pixar animation walt,0.0,0.0,1.0,0.002
pious james toback,0.0,0.0,1.0,0.002
photo louis attends,0.0,0.0,1.0,0.002
pamela adlon louis,0.0,0.0,1.0,0.002
oreskes john hockenberry,0.0,0.0,1.0,0.002
o'reilly fox empire,0.0,0.0,1.0,0.002
norm macdonald louis,0.0,0.0,1.0,0.002
networks severed ties,0.0,0.0,1.0,0.002
n-word overrated routines,0.0,0.0,1.0,0.002
misconduct harvey weinstein,0.0,0.0,1.0,0.002
misconduct allegations louis,0.0,0.0,1.0,0.002
min goodman louis,0.0,0.0,1.0,0.002
michael oreskes john,0.0,0.0,1.0,0.002
masturbating suggesting self-interested,0.0,0.0,1.0,0.002
masturbated ruined chappelle,0.0,0.0,1.0,0.002
mainstream tv kevin,0.0,0.0,1.0,0.002
macdonald louis roseanne,0.0,0.0,1.0,0.002
louis victimized misconduct,0.0,0.0,1.0,0.002
louis unwanted advances,0.0,0.0,1.0,0.002
louis stephen colbert,0.0,0.0,1.0,0.002
louis sorrow empathy,0.0,0.0,1.0,0.002
louis sexually harassed,0.0,0.0,1.0,0.002
louis rape whistle,0.0,0.0,1.0,0.002
louis publicist lewis,0.0,0.0,1.0,0.002
louis pervert predator,0.0,0.0,1.0,0.002
louis performs stand-up,0.0,0.0,1.0,0.002
louis misconduct masturbating,0.0,0.0,1.0,0.002
louis misconduct louis,0.0,0.0,1.0,0.002
louis matt lauer's,0.0,0.0,1.0,0.002
louis matt lauer,0.0,0.0,1.0,0.002
louis masturbating suggesting,0.0,0.0,1.0,0.002
louis masturbated ruined,0.0,0.0,1.0,0.002
louis masturbate declined,0.0,0.0,1.0,0.002
louis macdonald thr,0.0,0.0,1.0,0.002
louis joked masturbation,0.0,0.0,1.0,0.002
louis jeffrey tambor,0.0,0.0,1.0,0.002
louis invite masturbating,0.0,0.0,1.0,0.002
louis hotel masturbate,0.0,0.0,1.0,0.002
louis harassment allegations,0.0,0.0,1.0,0.002
louis franken aziz,0.0,0.0,1.0,0.002
louis daddy toronto,0.0,0.0,1.0,0.002
louis daddy premiere,0.0,0.0,1.0,0.002
louis creators destroyers,0.0,0.0,1.0,0.002
louis ck's trauma,0.0,0.0,1.0,0.002
louis ck's apology,0.0,0.0,1.0,0.002
louis ck tj,0.0,0.0,1.0,0.002
louis ck standup,0.0,0.0,1.0,0.002
louis ck michael,0.0,0.0,1.0,0.002
louis ck dustin,0.0,0.0,1.0,0.002
louis ck cramming,0.0,0.0,1.0,0.002
louis ck controversial,0.0,0.0,1.0,0.002
louis ck assault,0.0,0.0,1.0,0.002
louis ck allegations,0.0,0.0,1.0,0.002
louis chris hardwick,0.0,0.0,1.0,0.002
louis brett ratner,0.0,0.0,1.0,0.002
louis bombshell misconduct,0.0,0.0,1.0,0.002
louis attends american,0.0,0.0,1.0,0.002
louis andy dick,0.0,0.0,1.0,0.002
louis allegedly masturbated,0.0,0.0,1.0,0.002
louis alleged misconduct,0.0,0.0,1.0,0.002
louis admits misconduct,0.0,0.0,1.0,0.002
los angeles reuters,0.0,0.0,1.0,0.002
leon weiseltier media,0.0,0.0,1.0,0.002
lauer john lasseter,0.0,0.0,1.0,0.002
lauer charlie mainstream,0.0,0.0,1.0,0.002
lauer charlie john,0.0,0.0,1.0,0.002
lasseter pixar animation,0.0,0.0,1.0,0.002
kevin spacey james,0.0,0.0,1.0,0.002
kevin spacey hovered,0.0,0.0,1.0,0.002
kevin spacey franken,0.0,0.0,1.0,0.002
kevin spacey apologized,0.0,0.0,1.0,0.002
kevin mazur getty,0.0,0.0,1.0,0.002
kay twitter louis,0.0,0.0,1.0,0.002
julia wolov louis,0.0,0.0,1.0,0.002
julia wolov dana,0.0,0.0,1.0,0.002
journalist charlie brett,0.0,0.0,1.0,0.002
jon stewart rumors,0.0,0.0,1.0,0.002
jon stewart admits,0.0,0.0,1.0,0.002
joking shocking hurtful,0.0,0.0,1.0,0.002
john lasseter pixar,0.0,0.0,1.0,0.002
john hockenberry halperin,0.0,0.0,1.0,0.002
john conyers franken,0.0,0.0,1.0,0.002
hurtful louis hotel,0.0,0.0,1.0,0.002
hovered specter donald,0.0,0.0,1.0,0.002
hockenberry halperin leon,0.0,0.0,1.0,0.002
harvey weinstein matt,0.0,0.0,1.0,0.002
harvey weinstein allegedly,0.0,0.0,1.0,0.002
harassment allegations louis,0.0,0.0,1.0,0.002
halperin leon weiseltier,0.0,0.0,1.0,0.002
grappling louis sexism,0.0,0.0,1.0,0.002
gottfried joking shocking,0.0,0.0,1.0,0.002
gilbert gottfried joking,0.0,0.0,1.0,0.002
fx networks severed,0.0,0.0,1.0,0.002
fx networks fx,0.0,0.0,1.0,0.002
fx fx productions,0.0,0.0,1.0,0.002
franken matt lauer,0.0,0.0,1.0,0.002
franken charlie kevin,0.0,0.0,1.0,0.002
franken aziz ansari,0.0,0.0,1.0,0.002
fox empire matt,0.0,0.0,1.0,0.002
filmmaker john malkovich,0.0,0.0,1.0,0.002
farewell comedic louis,0.0,0.0,1.0,0.002
exposé comedians dana,0.0,0.0,1.0,0.002
episode hulu america,0.0,0.0,1.0,0.002
empire matt lauer,0.0,0.0,1.0,0.002
emmy-winning comedian louis,0.0,0.0,1.0,0.002
duo dana min,0.0,0.0,1.0,0.002
distributor louis daddy,0.0,0.0,1.0,0.002
disappointing farewell comedic,0.0,0.0,1.0,0.002
dick kevin spacey,0.0,0.0,1.0,0.002
devastated abhorrent louis,0.0,0.0,1.0,0.002
democratic john conyers,0.0,0.0,1.0,0.002
dave becky louis,0.0,0.0,1.0,0.002
cramming n-word overrated,0.0,0.0,1.0,0.002
conservatives wax pious,0.0,0.0,1.0,0.002
compromising reputations careers,0.0,0.0,1.0,0.002
comedic louis ck,0.0,0.0,1.0,0.002
comedian louis kevin,0.0,0.0,1.0,0.002
comedian louis cbs,0.0,0.0,1.0,0.002
comedian louis allegations,0.0,0.0,1.0,0.002
comedian jon stewart,0.0,0.0,1.0,0.002
comedian allegations misconduct,0.0,0.0,1.0,0.002
ck tj miller,0.0,0.0,1.0,0.002
ck michael oreskes,0.0,0.0,1.0,0.002
ck dustin hoffman,0.0,0.0,1.0,0.002
ck cramming n-word,0.0,0.0,1.0,0.002
chicago jon stewart,0.0,0.0,1.0,0.002
chicago duo dana,0.0,0.0,1.0,0.002
charlie rose's producer,0.0,0.0,1.0,0.002
charlie mainstream tv,0.0,0.0,1.0,0.002
charlie brett ratner,0.0,0.0,1.0,0.002
chappelle louis accusers,0.0,0.0,1.0,0.002
chappelle defends louis,0.0,0.0,1.0,0.002
cascade accusations kevin,0.0,0.0,1.0,0.002
broadcast journalist charlie,0.0,0.0,1.0,0.002
brett ratner roy,0.0,0.0,1.0,0.002
brett ratner louis,0.0,0.0,1.0,0.002
brett ratner kevin,0.0,0.0,1.0,0.002
brett ratner comedian,0.0,0.0,1.0,0.002
breaks longtime louis,0.0,0.0,1.0,0.002
bombshell misconduct comedian,0.0,0.0,1.0,0.002
barr norm macdonald,0.0,0.0,1.0,0.002
aziz ansari stand-up,0.0,0.0,1.0,0.002
attends american hustle,0.0,0.0,1.0,0.002
animation walt disney,0.0,0.0,1.0,0.002
andy dick kevin,0.0,0.0,1.0,0.002
american hustle premiere,0.0,0.0,1.0,0.002
alleged weinstein broadcast,0.0,0.0,1.0,0.002
allegations misconduct comedian,0.0,0.0,1.0,0.002
allegations louis fx,0.0,0.0,1.0,0.002
allegations louis franken,0.0,0.0,1.0,0.002
allegations kevin spacey,0.0,0.0,1.0,0.002
allegations harassment assault,0.0,0.0,1.0,0.002
alec baldwin louis,0.0,0.0,1.0,0.002
ailes o'reilly fox,0.0,0.0,1.0,0.002
admits louis ck,0.0,0.0,1.0,0.002
accuse louis inappropriate,0.0,0.0,1.0,0.002
abhorrent louis sorrow,0.0,0.0,1.0,0.002
abc defended louis,0.0,0.0,1.0,0.002
zinger referencing louis,0.0,0.0,1.0,0.001
zadroga capitol washington,0.0,0.0,1.0,0.001
zach galifianakis collaborator,0.0,0.0,1.0,0.001
youtube dismissed harassment,0.0,0.0,1.0,0.001
yorker's ronan farrow,0.0,0.0,1.0,0.001
yorker media allegations,0.0,0.0,1.0,0.001
yorker broadcast praise,0.0,0.0,1.0,0.001
yorker avalanche tawdry,0.0,0.0,1.0,0.001
york-based orchard louis,0.0,0.0,1.0,0.001
york's marking misconduct,0.0,0.0,1.0,0.001
yoga college india,0.0,0.0,1.0,0.001
yanked louis specials,0.0,0.0,1.0,0.001
xxxtentacion comedians louis,0.0,0.0,1.0,0.001
wtf podcast marc,0.0,0.0,1.0,0.001
wrongdoing referring louis,0.0,0.0,1.0,0.001
writer-director james toback,0.0,0.0,1.0,0.001
writer standup's default,0.0,0.0,1.0,0.001
writer producer teenage,0.0,0.0,1.0,0.001
writer producer seventeen-year-old,0.0,0.0,1.0,0.001
writer producer comedian,0.0,0.0,1.0,0.001
writer performer abby,0.0,0.0,1.0,0.001
writer louis allegations,0.0,0.0,1.0,0.001
writer lindsey thompson,0.0,0.0,1.0,0.001
writer comedian tig,0.0,0.0,1.0,0.001
writer abby schachner,0.0,0.0,1.0,0.001
wrestles propriety reminder,0.0,0.0,1.0,0.001
wrestles louis allegations,0.0,0.0,1.0,0.001
wrapped layers postmodern,0.0,0.0,1.0,0.001
wrapped jackets hats,0.0,0.0,1.0,0.001
wow louis rosie,0.0,0.0,1.0,0.001
world's standups outed,0.0,0.0,1.0,0.001
world's misconduct trailed,0.0,0.0,1.0,0.001
world's fairs chicago,0.0,0.0,1.0,0.001
workplace violation consent,0.0,0.0,1.0,0.001
workplace tidal recognition,0.0,0.0,1.0,0.001
workplace leveled nbc,0.0,0.0,1.0,0.001
workplace bris farley,0.0,0.0,1.0,0.001
wooing louis teenage,0.0,0.0,1.0,0.001
woody allen's manhattan,0.0,0.0,1.0,0.001
woody allen louis,0.0,0.0,1.0,0.001
woody allen ck,0.0,0.0,1.0,0.001
woody allen abuse,0.0,0.0,1.0,0.001
woodruff foundation louis,0.0,0.0,1.0,0.001
women's allegations misconduct,0.0,0.0,1.0,0.001
wolov louis masturbated,0.0,0.0,1.0,0.001
wolov louis dave,0.0,0.0,1.0,0.001
wolov louis cornered,0.0,0.0,1.0,0.001
wolov landed aspen,0.0,0.0,1.0,0.001
wolov hotel late-night,0.0,0.0,1.0,0.001
wolov chicago-based duo,0.0,0.0,1.0,0.001
wolov becky louis,0.0,0.0,1.0,0.001
wolov audaciously louis,0.0,0.0,1.0,0.001
wolov anonymous louis,0.0,0.0,1.0,0.001
wolov allege louis,0.0,0.0,1.0,0.001
wolf's overt feminism,0.0,0.0,1.0,0.001
wolf tweeted earnest,0.0,0.0,1.0,0.001
withdrew stephen colbert's,0.0,0.0,1.0,0.001
wilson actress rumors,0.0,0.0,1.0,0.001
williams umpire louis,0.0,0.0,1.0,0.001
wieseltier's pending journal,0.0,0.0,1.0,0.001
wieseltier republican senate,0.0,0.0,1.0,0.001
wider comedians louis,0.0,0.0,1.0,0.001
whitewash crime lewd,0.0,0.0,1.0,0.001
whistle granting alleged,0.0,0.0,1.0,0.001
westwick comedian louis,0.0,0.0,1.0,0.001
well-known actors woody,0.0,0.0,1.0,0.001
welcomed misogyny amen,0.0,0.0,1.0,0.001
weirdmageddon louis horrifying,0.0,0.0,1.0,0.001
weird predicted louis,0.0,0.0,1.0,0.001
weinstein's matt lauer's,0.0,0.0,1.0,0.001
weinstein's charlie rose's,0.0,0.0,1.0,0.001
weinstein's assaults blacklists,0.0,0.0,1.0,0.001
weinstein's allegedly violent,0.0,0.0,1.0,0.001
weinstein yorker media,0.0,0.0,1.0,0.001
weinstein victims ashley,0.0,0.0,1.0,0.001
weinstein toback dishonor,0.0,0.0,1.0,0.001
weinstein sparked landslide,0.0,0.0,1.0,0.001
weinstein spacey louis,0.0,0.0,1.0,0.001
weinstein senate roy,0.0,0.0,1.0,0.001
weinstein scythe kevin,0.0,0.0,1.0,0.001
weinstein scandal triggered,0.0,0.0,1.0,0.001
weinstein scandal spotlight,0.0,0.0,1.0,0.001
weinstein scandal burner,0.0,0.0,1.0,0.001
weinstein scandal actors,0.0,0.0,1.0,0.001
weinstein scandal accusations,0.0,0.0,1.0,0.001
weinstein roy moore,0.0,0.0,1.0,0.001
weinstein reframed addict,0.0,0.0,1.0,0.001
weinstein rape accusations,0.0,0.0,1.0,0.001
weinstein motherfucker louis,0.0,0.0,1.0,0.001
weinstein mario batali,0.0,0.0,1.0,0.001
weinstein louis workplace,0.0,0.0,1.0,0.001
weinstein louis trump,0.0,0.0,1.0,0.001
weinstein louis roy,0.0,0.0,1.0,0.001
weinstein louis leon,0.0,0.0,1.0,0.001
weinstein louis halperin,0.0,0.0,1.0,0.001
weinstein louis george,0.0,0.0,1.0,0.001
weinstein louis excusing,0.0,0.0,1.0,0.001
weinstein journalist halperin,0.0,0.0,1.0,0.001
weinstein irreparable damages,0.0,0.0,1.0,0.001
weinstein hotel screenplay,0.0,0.0,1.0,0.001
weinstein high-profile anchor,0.0,0.0,1.0,0.001
weinstein headlines privilege,0.0,0.0,1.0,0.001
weinstein harassment louis,0.0,0.0,1.0,0.001
weinstein halperin glenn,0.0,0.0,1.0,0.001
weinstein franken kevin,0.0,0.0,1.0,0.001
weinstein fox o'reilly,0.0,0.0,1.0,0.001
weinstein emergence stalwarts,0.0,0.0,1.0,0.001
weinstein deserves ostracism,0.0,0.0,1.0,0.001
weinstein denies allegations,0.0,0.0,1.0,0.001
weinstein charlie louis,0.0,0.0,1.0,0.001
weinstein celebrated kevin,0.0,0.0,1.0,0.001
weinstein allegedly inviting,0.0,0.0,1.0,0.001
weinstein allegedly harass,0.0,0.0,1.0,0.001
weinstein accusations kevin,0.0,0.0,1.0,0.001
weights harvey weinstein,0.0,0.0,1.0,0.001
week's snl adam,0.0,0.0,1.0,0.001
week's revelations misconduct,0.0,0.0,1.0,0.001
wednesday's broadcast frontal,0.0,0.0,1.0,0.001
website unfiltered louis,0.0,0.0,1.0,0.001
website louis vulture,0.0,0.0,1.0,0.001
weaves real-world satire,0.0,0.0,1.0,0.001
wealth accomplishment inadvisable,0.0,0.0,1.0,0.001
watches yorker avalanche,0.0,0.0,1.0,0.001
warp-speed saga les,0.0,0.0,1.0,0.001
wang harvey weinstein,0.0,0.0,1.0,0.001
walks aziz ansari,0.0,0.0,1.0,0.001
vulture rebecca corry,0.0,0.0,1.0,0.001
vulture disgraced comedian,0.0,0.0,1.0,0.001
vuitton menswear paris,0.0,0.0,1.0,0.001
vraiment fait m'accuse,0.0,0.0,1.0,0.001
virgil abloh's louis,0.0,0.0,1.0,0.001
violent interactions acclaimed,0.0,0.0,1.0,0.001
violence harassment misconduct,0.0,0.0,1.0,0.001
violate violate criminal,0.0,0.0,1.0,0.001
viewers louis illumination,0.0,0.0,1.0,0.001
vidal biopic netflix,0.0,0.0,1.0,0.001
victims netflix sidelines,0.0,0.0,1.0,0.001
victims harvey weinstein,0.0,0.0,1.0,0.001
victims assault misconduct,0.0,0.0,1.0,0.001
victims ashley judd,0.0,0.0,1.0,0.001
victims admired invokes,0.0,0.0,1.0,0.001
vic ullah articulate,0.0,0.0,1.0,0.001
venue louie credits,0.0,0.0,1.0,0.001
venue celebrity harassment,0.0,0.0,1.0,0.001
vende un'utopia innovazione,0.0,0.0,1.0,0.001
venal isabelle huppert,0.0,0.0,1.0,0.001
vegas shootings korea,0.0,0.0,1.0,0.001
vegas fuck reemerging,0.0,0.0,1.0,0.001
veep nazi-occupied france,0.0,0.0,1.0,0.001
vanity oscar beverly,0.0,0.0,1.0,0.001
vanished daddy shelved,0.0,0.0,1.0,0.001
values identities spryly,0.0,0.0,1.0,0.001
vague separates artist's,0.0,0.0,1.0,0.001
urgency china undefined,0.0,0.0,1.0,0.001
upset louis trauma,0.0,0.0,1.0,0.001
upset louis groundbreaking,0.0,0.0,1.0,0.001
upset louis ck,0.0,0.0,1.0,0.001
upset dana min,0.0,0.0,1.0,0.001
upscale gala louis,0.0,0.0,1.0,0.001
uproar cracking jokes,0.0,0.0,1.0,0.001
upcoming stand-up featuring,0.0,0.0,1.0,0.001
upcoming removing specials,0.0,0.0,1.0,0.001
upcoming louis harvey,0.0,0.0,1.0,0.001
upcoming daddy writer,0.0,0.0,1.0,0.001
upcoming daddy misconduct,0.0,0.0,1.0,0.001
upcoming charity topic,0.0,0.0,1.0,0.001
upcoming animated cops,0.0,0.0,1.0,0.001
unwilling comics theatrical,0.0,0.0,1.0,0.001
unwilling comedian louis,0.0,0.0,1.0,0.001
unwanted twitter firestorm,0.0,0.0,1.0,0.001
unwanted advances masturbating,0.0,0.0,1.0,0.001
unwanted advances masturbated,0.0,0.0,1.0,0.001
untrue allegations scorched,0.0,0.0,1.0,0.001
untouchable celebrities kevin,0.0,0.0,1.0,0.001
unsubstantiated rumors misconduct,0.0,0.0,1.0,0.001
unprofessional inappropriate stand-up,0.0,0.0,1.0,0.001
unprofessional inappropriate netflix,0.0,0.0,1.0,0.001
unnervingly misunderstands consent,0.0,0.0,1.0,0.001
unleashed boom republican,0.0,0.0,1.0,0.001
unfolding misconduct allegations,0.0,0.0,1.0,0.001
unfiltered louis ruthless,0.0,0.0,1.0,0.001
underrated angel louis,0.0,0.0,1.0,0.001
undermined defenses echo,0.0,0.0,1.0,0.001
underlings hotel housekeeper,0.0,0.0,1.0,0.001
undefined leslie showers,0.0,0.0,1.0,0.001
uncool tom aziz,0.0,0.0,1.0,0.001
unclear leon wieseltier's,0.0,0.0,1.0,0.001
unaware fx fx,0.0,0.0,1.0,0.001
unannounced revered york's,0.0,0.0,1.0,0.001
unannounced dworman feedback,0.0,0.0,1.0,0.001
un'utopia innovazione tecnologica,0.0,0.0,1.0,0.001
umpire louis franken,0.0,0.0,1.0,0.001
ultimately arrives posture,0.0,0.0,1.0,0.001
twitter toddler's mom,0.0,0.0,1.0,0.001
twitter tirade damon's,0.0,0.0,1.0,0.001
twitter louis roaring,0.0,0.0,1.0,0.001
twitter louis ck,0.0,0.0,1.0,0.001
twitter louis allegations,0.0,0.0,1.0,0.001
twitter firestorm norm,0.0,0.0,1.0,0.001
twitter angsty louis,0.0,0.0,1.0,0.001
twisted behemoth trump,0.0,0.0,1.0,0.001
tweets toddler's ass,0.0,0.0,1.0,0.001
tweeting misconduct allegations,0.0,0.0,1.0,0.001
tweeted racist adviser,0.0,0.0,1.0,0.001
tweeted opinions donald,0.0,0.0,1.0,0.001
tweeted earnest upset,0.0,0.0,1.0,0.001
tweeted comedian sarah,0.0,0.0,1.0,0.001
tweeted aparna nancherla,0.0,0.0,1.0,0.001
tweet valerie jarrett,0.0,0.0,1.0,0.001
tweet obama aide,0.0,0.0,1.0,0.001
tweet louis ck,0.0,0.0,1.0,0.001
tweet embed storyline,0.0,0.0,1.0,0.001
tweet embed saddest,0.0,0.0,1.0,0.001
tweet embed retrospect,0.0,0.0,1.0,0.001
tweet embed disappointing,0.0,0.0,1.0,0.001
tv ties inappropriate,0.0,0.0,1.0,0.001
tv showrunner chloë,0.0,0.0,1.0,0.001
tv roy moore,0.0,0.0,1.0,0.001
tv reboot abruptly,0.0,0.0,1.0,0.001
tv networks distancing,0.0,0.0,1.0,0.001
tv memory-holed streaming,0.0,0.0,1.0,0.001
tv louis foreword,0.0,0.0,1.0,0.001
tv john malkovich,0.0,0.0,1.0,0.001
tv courteney cox,0.0,0.0,1.0,0.001
tv bigwig beds,0.0,0.0,1.0,0.001
tv albums cosby,0.0,0.0,1.0,0.001
tuning louis colbert,0.0,0.0,1.0,0.001
tuesday's 4/4 taping,0.0,0.0,1.0,0.001
trump louis backlash,0.0,0.0,1.0,0.001
trump countless woman's,0.0,0.0,1.0,0.001
trump calling media,0.0,0.0,1.0,0.001
trump bragged grabbing,0.0,0.0,1.0,0.001
trump assault misconduct,0.0,0.0,1.0,0.001
trumbo evaded allegations,0.0,0.0,1.0,0.001
true.los angeles reuters,0.0,0.0,1.0,0.001
trintignant haneke's amour,0.0,0.0,1.0,0.001
triggering cascade accusations,0.0,0.0,1.0,0.001
triggered cascade accusations,0.0,0.0,1.0,0.001
tricks wrapped layers,0.0,0.0,1.0,0.001
trevor noah louis,0.0,0.0,1.0,0.001
trevor noah jordan,0.0,0.0,1.0,0.001
trent franks senate,0.0,0.0,1.0,0.001
trending topics bombshell,0.0,0.0,1.0,0.001
tremendously sitcom iconic,0.0,0.0,1.0,0.001
trc meting harassment,0.0,0.0,1.0,0.001
travers abc proclaimed,0.0,0.0,1.0,0.001
trauma norm macdonald,0.0,0.0,1.0,0.001
transparent jeffrey tambor,0.0,0.0,1.0,0.001
transgressions gendered dynamics,0.0,0.0,1.0,0.001
transgender actress jen,0.0,0.0,1.0,0.001
transgender actress decries,0.0,0.0,1.0,0.001
trainwreck peter travers,0.0,0.0,1.0,0.001
trailer spurs harvey,0.0,0.0,1.0,0.001
trailer louis chloë,0.0,0.0,1.0,0.001
trailer daddy orchard,0.0,0.0,1.0,0.001
trademark self-flagellation acknowledgement,0.0,0.0,1.0,0.001
toujours cru l'attirance,0.0,0.0,1.0,0.001
touching politically macdonald's,0.0,0.0,1.0,0.001
torrent accusations allegations,0.0,0.0,1.0,0.001
toronto website unfiltered,0.0,0.0,1.0,0.001
toronto scrap theatrical,0.0,0.0,1.0,0.001
toppled harvey weinstein,0.0,0.0,1.0,0.001
topped global searches,0.0,0.0,1.0,0.001
topics bombshell misconduct,0.0,0.0,1.0,0.001
topical rosanne barr,0.0,0.0,1.0,0.001
topical pundit contentious,0.0,0.0,1.0,0.001
topic abuse matt,0.0,0.0,1.0,0.001
topher writer producer,0.0,0.0,1.0,0.001
topher moretz seduced,0.0,0.0,1.0,0.001
tony oscar alice,0.0,0.0,1.0,0.001
tonight's premiere daddy,0.0,0.0,1.0,0.001
tone-deaf abc defended,0.0,0.0,1.0,0.001
tompkins louis self-deprecation,0.0,0.0,1.0,0.001
tom aziz ansari,0.0,0.0,1.0,0.001
toiled david letterman,0.0,0.0,1.0,0.001
toddler's mom swapping,0.0,0.0,1.0,0.001
toddler's ass mom,0.0,0.0,1.0,0.001
toddler twitter toddler's,0.0,0.0,1.0,0.001
today's cancelling tonight's,0.0,0.0,1.0,0.001
toback's unclear leon,0.0,0.0,1.0,0.001
toback tv albums,0.0,0.0,1.0,0.001
toback slob-comic louis,0.0,0.0,1.0,0.001
toback nbc anchor,0.0,0.0,1.0,0.001
toback louis grimly,0.0,0.0,1.0,0.001
toback dishonor brett,0.0,0.0,1.0,0.001
toback complying predators,0.0,0.0,1.0,0.001
toback comedian louis,0.0,0.0,1.0,0.001
toback actors kevin,0.0,0.0,1.0,0.001
